Character,X_Start,Y_Start,X_End,Y_End,Line_Number,Word_Number,Char_Number_in_Word,X_Center,Y_Center
i,905.9999999999998,650,942.6666666666664,692,1,5,7,924.333333333333,671.0
ó,942.6666666666664,650,979.333333333333,692,1,5,8,960.9999999999998,671.0
n,979.333333333333,650,1015.9999999999997,692,1,5,9,997.6666666666663,671.0
s,1064.0,651,1100.0,703,1,6,1,1082.0,677.0
i,1100.0,651,1136.0,703,1,6,2,1118.0,677.0
e,1136.0,651,1172.0,703,1,6,3,1154.0,677.0
m,1172.0,651,1208.0,703,1,6,4,1190.0,677.0
p,1208.0,651,1244.0,703,1,6,5,1226.0,677.0
r,1244.0,651,1280.0,703,1,6,6,1262.0,677.0
e,1280.0,651,1316.0,703,1,6,7,1298.0,677.0
h,1361.0,653,1395.5,692,1,7,1,1378.25,672.5
a,1395.5,653,1430.0,692,1,7,2,1412.75,672.5
e,1475.0,651,1510.4444444444443,692,1,8,1,1492.7222222222222,671.5
x,1510.4444444444443,651,1545.8888888888887,692,1,8,2,1528.1666666666665,671.5
i,1545.8888888888887,651,1581.333333333333,692,1,8,3,1563.6111111111109,671.5
s,1581.333333333333,651,1616.7777777777774,692,1,8,4,1599.0555555555552,671.5
t,1616.7777777777774,651,1652.2222222222217,692,1,8,5,1634.4999999999995,671.5
i,1652.2222222222217,651,1687.666666666666,692,1,8,6,1669.944444444444,671.5
d,1687.666666666666,651,1723.1111111111104,692,1,8,7,1705.3888888888882,671.5
o,1723.1111111111104,651,1758.5555555555547,692,1,8,8,1740.8333333333326,671.5
.,1758.5555555555547,651,1793.999999999999,692,1,8,9,1776.277777777777,671.5
E,1849.0,655,1883.5,691,1,9,1,1866.25,673.0
n,1883.5,655,1918.0,691,1,9,2,1900.75,673.0
r,1964.0,651,1999.2222222222222,700,1,10,1,1981.611111111111,675.5
e,1999.2222222222222,651,2034.4444444444443,700,1,10,2,2016.8333333333333,675.5
a,2034.4444444444443,651,2069.6666666666665,700,1,10,3,2052.0555555555557,675.5
l,2069.6666666666665,651,2104.8888888888887,700,1,10,4,2087.2777777777774,675.5
i,2104.8888888888887,651,2140.111111111111,700,1,10,5,2122.5,675.5
d,2140.111111111111,651,2175.333333333333,700,1,10,6,2157.7222222222217,675.5
a,2175.333333333333,651,2210.555555555555,700,1,10,7,2192.9444444444443,675.5
d,2210.555555555555,651,2245.7777777777774,700,1,10,8,2228.166666666666,675.5
",",2245.7777777777774,651,2280.9999999999995,700,1,10,9,2263.3888888888887,675.5
e,2339.0,653,2371.5,692,1,11,1,2355.25,672.5
l,2371.5,653,2404.0,692,1,11,2,2387.75,672.5
f,2454.0,651,2489.0,692,1,12,1,2471.5,671.5
i,2489.0,651,2524.0,692,1,12,2,2506.5,671.5
n,2524.0,651,2559.0,692,1,12,3,2541.5,671.5
a,2559.0,651,2594.0,692,1,12,4,2576.5,671.5
l,2594.0,651,2629.0,692,1,12,5,2611.5,671.5
d,2677.0,653,2710.0,692,1,13,1,2693.5,672.5
e,2710.0,653,2743.0,692,1,13,2,2726.5,672.5
l,2792.0,653,2825.3333333333335,692,1,14,1,2808.666666666667,672.5
o,2825.3333333333335,653,2858.666666666667,692,1,14,2,2842.0,672.5
s,2858.666666666667,653,2892.0000000000005,692,1,14,3,2875.333333333334,672.5
n,2939.0,653,2975.75,692,1,15,1,2957.375,672.5
e,2975.75,653,3012.5,692,1,15,2,2994.125,672.5
a,3012.5,653,3049.25,692,1,15,3,3030.875,672.5
n,3049.25,653,3086.0,692,1,15,4,3067.625,672.5
d,3086.0,653,3122.75,692,1,15,5,3104.375,672.5
e,3122.75,653,3159.5,692,1,15,6,3141.125,672.5
r,3159.5,653,3196.25,692,1,15,7,3177.875,672.5
t,3196.25,653,3233.0,692,1,15,8,3214.625,672.5
a,3233.0,653,3269.75,692,1,15,9,3251.375,672.5
l,3269.75,653,3306.5,692,1,15,10,3288.125,672.5
e,3306.5,653,3343.25,692,1,15,11,3324.875,672.5
s,3343.25,653,3380.0,692,1,15,12,3361.625,672.5
s,3430.0,664,3462.0,692,1,16,1,3446.0,678.0
e,3462.0,664,3494.0,692,1,16,2,3478.0,678.0
h,9.0,794,43.0,833,2,1,1,26.0,813.5
a,43.0,794,77.0,833,2,1,2,60.0,813.5
p,148.0,792,184.88888888888889,844,2,2,1,166.44444444444446,818.0
e,184.88888888888889,792,221.77777777777777,844,2,2,2,203.33333333333331,818.0
r,221.77777777777777,792,258.66666666666663,844,2,2,3,240.2222222222222,818.0
c,258.66666666666663,792,295.55555555555554,844,2,2,4,277.1111111111111,818.0
i,295.55555555555554,792,332.44444444444446,844,2,2,5,314.0,818.0
b,332.44444444444446,792,369.33333333333337,844,2,2,6,350.8888888888889,818.0
i,369.33333333333337,792,406.2222222222223,844,2,2,7,387.7777777777778,818.0
d,406.2222222222223,792,443.1111111111112,844,2,2,8,424.66666666666674,818.0
o,443.1111111111112,792,480.0000000000001,844,2,2,9,461.55555555555566,818.0
e,556.0,805,589.5,833,2,3,1,572.75,819.0
n,589.5,805,623.0,833,2,3,2,606.25,819.0
d,697.0,792,733.5,833,2,4,1,715.25,812.5
i,733.5,792,770.0,833,2,4,2,751.75,812.5
f,770.0,792,806.5,833,2,4,3,788.25,812.5
e,806.5,792,843.0,833,2,4,4,824.75,812.5
r,843.0,792,879.5,833,2,4,5,861.25,812.5
e,879.5,792,916.0,833,2,4,6,897.75,812.5
n,916.0,792,952.5,833,2,4,7,934.25,812.5
t,952.5,792,989.0,833,2,4,8,970.75,812.5
e,989.0,792,1025.5,833,2,4,9,1007.25,812.5
s,1025.5,792,1062.0,833,2,4,10,1043.75,812.5
m,1136.0,792,1172.3333333333333,833,2,5,1,1154.1666666666665,812.5
e,1172.3333333333333,792,1208.6666666666665,833,2,5,2,1190.5,812.5
d,1208.6666666666665,792,1244.9999999999998,833,2,5,3,1226.833333333333,812.5
i,1244.9999999999998,792,1281.333333333333,833,2,5,4,1263.1666666666665,812.5
o,1281.333333333333,792,1317.6666666666663,833,2,5,5,1299.4999999999995,812.5
s,1317.6666666666663,792,1353.9999999999995,833,2,5,6,1335.833333333333,812.5
m,1428.0,792,1463.0,833,2,6,1,1445.5,812.5
á,1463.0,792,1498.0,833,2,6,2,1480.5,812.5
s,1498.0,792,1533.0,833,2,6,3,1515.5,812.5
c,1611.0,805,1646.25,833,2,7,1,1628.625,819.0
o,1646.25,805,1681.5,833,2,7,2,1663.875,819.0
m,1681.5,805,1716.75,833,2,7,3,1699.125,819.0
o,1716.75,805,1752.0,833,2,7,4,1734.375,819.0
u,1826.0,805,1860.0,833,2,8,1,1843.0,819.0
n,1860.0,805,1894.0,833,2,8,2,1877.0,819.0
m,1966.0,792,2002.75,833,2,9,1,1984.375,812.5
i,2002.75,792,2039.5,833,2,9,2,2021.125,812.5
s,2039.5,792,2076.25,833,2,9,3,2057.875,812.5
t,2076.25,792,2113.0,833,2,9,4,2094.625,812.5
e,2113.0,792,2149.75,833,2,9,5,2131.375,812.5
r,2149.75,792,2186.5,833,2,9,6,2168.125,812.5
i,2186.5,792,2223.25,833,2,9,7,2204.875,812.5
o,2223.25,792,2260.0,833,2,9,8,2241.625,812.5
q,2335.0,805,2369.6666666666665,844,2,10,1,2352.333333333333,824.5
u,2369.6666666666665,805,2404.333333333333,844,2,10,2,2387.0,824.5
e,2404.333333333333,805,2438.9999999999995,844,2,10,3,2421.666666666666,824.5
c,2515.0,805,2550.25,833,2,11,1,2532.625,819.0
o,2550.25,805,2585.5,833,2,11,2,2567.875,819.0
m,2585.5,805,2620.75,833,2,11,3,2603.125,819.0
o,2620.75,805,2656.0,833,2,11,4,2638.375,819.0
u,2730.0,805,2764.0,833,2,12,1,2747.0,819.0
n,2764.0,805,2798.0,833,2,12,2,2781.0,819.0
“,2875.0,792,2908.769230769231,844,2,13,1,2891.8846153846152,818.0
i,2908.769230769231,792,2942.538461538462,844,2,13,2,2925.6538461538466,818.0
n,2942.538461538462,792,2976.307692307693,844,2,13,3,2959.423076923077,818.0
t,2976.307692307693,792,3010.076923076924,844,2,13,4,2993.1923076923085,818.0
e,3010.076923076924,792,3043.8461538461547,844,2,13,5,3026.961538461539,818.0
r,3043.8461538461547,792,3077.6153846153857,844,2,13,6,3060.7307692307704,818.0
r,3077.6153846153857,792,3111.3846153846166,844,2,13,7,3094.500000000001,818.0
o,3111.3846153846166,792,3145.1538461538476,844,2,13,8,3128.2692307692323,818.0
g,3145.1538461538476,792,3178.9230769230785,844,2,13,9,3162.038461538463,818.0
a,3178.9230769230785,792,3212.6923076923094,844,2,13,10,3195.807692307694,818.0
n,3212.6923076923094,792,3246.4615384615404,844,2,13,11,3229.5769230769247,818.0
t,3246.4615384615404,792,3280.2307692307713,844,2,13,12,3263.346153846156,818.0
e,3280.2307692307713,792,3314.0000000000023,844,2,13,13,3297.1153846153866,818.0
d,3389.0,794,3423.3333333333335,833,2,14,1,3406.166666666667,813.5
e,3423.3333333333335,794,3457.666666666667,833,2,14,2,3440.5,813.5
l,3457.666666666667,794,3492.0000000000005,833,2,14,3,3474.833333333334,813.5
p,7.0,934,43.166666666666664,986,3,1,1,25.083333333333332,960.0
e,43.166666666666664,934,79.33333333333333,986,3,1,2,61.25,960.0
n,79.33333333333333,934,115.5,986,3,1,3,97.41666666666666,960.0
s,115.5,934,151.66666666666666,986,3,1,4,133.58333333333331,960.0
a,151.66666666666666,934,187.83333333333331,986,3,1,5,169.75,960.0
m,187.83333333333331,934,223.99999999999997,986,3,1,6,205.91666666666663,960.0
i,223.99999999999997,934,260.16666666666663,986,3,1,7,242.08333333333331,960.0
e,260.16666666666663,934,296.3333333333333,986,3,1,8,278.25,960.0
n,296.3333333333333,934,332.5,986,3,1,9,314.41666666666663,960.0
t,332.5,934,368.6666666666667,986,3,1,10,350.58333333333337,960.0
o,368.6666666666667,934,404.83333333333337,986,3,1,11,386.75,960.0
.,404.83333333333337,934,441.00000000000006,986,3,1,12,422.91666666666674,960.0
¿,501.0,938,536.0,986,3,2,1,518.5,962.0
P,536.0,938,571.0,986,3,2,2,553.5,962.0
o,571.0,938,606.0,986,3,2,3,588.5,962.0
r,606.0,938,641.0,986,3,2,4,623.5,962.0
q,686.0,933,720.6666666666666,986,3,3,1,703.3333333333333,959.5
u,720.6666666666666,933,755.3333333333333,986,3,3,2,738.0,959.5
é,755.3333333333333,933,789.9999999999999,986,3,3,3,772.6666666666665,959.5
s,839.0,947,871.5,975,3,4,1,855.25,961.0
e,871.5,947,904.0,975,3,4,2,887.75,961.0
e,950.0,934,986.9166666666666,986,3,5,1,968.4583333333333,960.0
x,986.9166666666666,934,1023.8333333333333,986,3,5,2,1005.375,960.0
t,1023.8333333333333,934,1060.75,986,3,5,3,1042.2916666666665,960.0
i,1060.75,934,1097.6666666666667,986,3,5,4,1079.2083333333335,960.0
n,1097.6666666666667,934,1134.5833333333335,986,3,5,5,1116.125,960.0
g,1134.5833333333335,934,1171.5000000000002,986,3,5,6,1153.041666666667,960.0
u,1171.5000000000002,934,1208.416666666667,986,3,5,7,1189.9583333333335,960.0
i,1208.416666666667,934,1245.3333333333337,986,3,5,8,1226.8750000000005,960.0
e,1245.3333333333337,934,1282.2500000000005,986,3,5,9,1263.791666666667,960.0
r,1282.2500000000005,934,1319.1666666666672,986,3,5,10,1300.708333333334,960.0
o,1319.1666666666672,934,1356.083333333334,986,3,5,11,1337.6250000000005,960.0
n,1356.083333333334,934,1393.0000000000007,986,3,5,12,1374.5416666666674,960.0
l,1441.0,936,1474.3333333333333,975,3,6,1,1457.6666666666665,955.5
o,1474.3333333333333,936,1507.6666666666665,975,3,6,2,1491.0,955.5
s,1507.6666666666665,936,1540.9999999999998,975,3,6,3,1524.333333333333,955.5
n,1588.0,936,1624.7692307692307,975,3,7,1,1606.3846153846152,955.5
e,1624.7692307692307,936,1661.5384615384614,975,3,7,2,1643.1538461538462,955.5
a,1661.5384615384614,936,1698.3076923076922,975,3,7,3,1679.9230769230767,955.5
n,1698.3076923076922,936,1735.0769230769229,975,3,7,4,1716.6923076923076,955.5
d,1735.0769230769229,936,1771.8461538461536,975,3,7,5,1753.461538461538,955.5
e,1771.8461538461536,936,1808.6153846153843,975,3,7,6,1790.230769230769,955.5
r,1808.6153846153843,936,1845.384615384615,975,3,7,7,1826.9999999999995,955.5
t,1845.384615384615,936,1882.1538461538457,975,3,7,8,1863.7692307692305,955.5
a,1882.1538461538457,936,1918.9230769230765,975,3,7,9,1900.538461538461,955.5
l,1918.9230769230765,936,1955.6923076923072,975,3,7,10,1937.307692307692,955.5
e,1955.6923076923072,936,1992.4615384615379,975,3,7,11,1974.0769230769224,955.5
s,1992.4615384615379,936,2029.2307692307686,975,3,7,12,2010.8461538461534,955.5
?,2029.2307692307686,936,2065.9999999999995,975,3,7,13,2047.615384615384,955.5
H,2114.0,933,2150.266666666667,983,3,8,1,2132.133333333333,958.0
i,2150.266666666667,933,2186.5333333333338,983,3,8,2,2168.4000000000005,958.0
s,2186.5333333333338,933,2222.8000000000006,983,3,8,3,2204.666666666667,958.0
t,2222.8000000000006,933,2259.0666666666675,983,3,8,4,2240.9333333333343,958.0
ó,2259.0666666666675,933,2295.3333333333344,983,3,8,5,2277.2000000000007,958.0
r,2295.3333333333344,933,2331.6000000000013,983,3,8,6,2313.466666666668,958.0
i,2331.6000000000013,933,2367.866666666668,983,3,8,7,2349.7333333333345,958.0
c,2367.866666666668,933,2404.133333333335,983,3,8,8,2386.000000000002,958.0
a,2404.133333333335,933,2440.400000000002,983,3,8,9,2422.2666666666682,958.0
m,2440.400000000002,933,2476.666666666669,983,3,8,10,2458.5333333333356,958.0
e,2476.666666666669,933,2512.9333333333357,983,3,8,11,2494.800000000002,958.0
n,2512.9333333333357,933,2549.2000000000025,983,3,8,12,2531.0666666666693,958.0
t,2549.2000000000025,933,2585.4666666666694,983,3,8,13,2567.3333333333358,958.0
e,2585.4666666666694,933,2621.7333333333363,983,3,8,14,2603.600000000003,958.0
",",2621.7333333333363,933,2658.000000000003,983,3,8,15,2639.8666666666695,958.0
l,2718.0,936,2751.3333333333335,975,3,9,1,2734.666666666667,955.5
a,2751.3333333333335,936,2784.666666666667,975,3,9,2,2768.0,955.5
s,2784.666666666667,936,2818.0000000000005,975,3,9,3,2801.333333333334,955.5
c,2868.0,947,2903.5,975,3,10,1,2885.75,961.0
a,2903.5,947,2939.0,975,3,10,2,2921.25,961.0
u,2939.0,947,2974.5,975,3,10,3,2956.75,961.0
s,2974.5,947,3010.0,975,3,10,4,2992.25,961.0
a,3010.0,947,3045.5,975,3,10,5,3027.75,961.0
s,3045.5,947,3081.0,975,3,10,6,3063.25,961.0
p,3127.0,938,3163.7,986,3,11,1,3145.35,962.0
r,3163.7,938,3200.3999999999996,986,3,11,2,3182.0499999999997,962.0
o,3200.3999999999996,938,3237.0999999999995,986,3,11,3,3218.7499999999995,962.0
p,3237.0999999999995,938,3273.7999999999993,986,3,11,4,3255.4499999999994,962.0
u,3273.7999999999993,938,3310.499999999999,986,3,11,5,3292.149999999999,962.0
e,3310.499999999999,938,3347.199999999999,986,3,11,6,3328.849999999999,962.0
s,3347.199999999999,938,3383.8999999999987,986,3,11,7,3365.549999999999,962.0
t,3383.8999999999987,938,3420.5999999999985,986,3,11,8,3402.2499999999986,962.0
a,3420.5999999999985,938,3457.2999999999984,986,3,11,9,3438.9499999999985,962.0
s,3457.2999999999984,938,3493.999999999998,986,3,11,10,3475.6499999999983,962.0
p,7.0,1089,43.25,1128,4,1,1,25.125,1108.5
a,43.25,1089,79.5,1128,4,1,2,61.375,1108.5
r,79.5,1089,115.75,1128,4,1,3,97.625,1108.5
a,115.75,1089,152.0,1128,4,1,4,133.875,1108.5
e,198.0,1076,234.5,1128,4,2,1,216.25,1102.0
x,234.5,1076,271.0,1128,4,2,2,252.75,1102.0
p,271.0,1076,307.5,1128,4,2,3,289.25,1102.0
l,307.5,1076,344.0,1128,4,2,4,325.75,1102.0
i,344.0,1076,380.5,1128,4,2,5,362.25,1102.0
c,380.5,1076,417.0,1128,4,2,6,398.75,1102.0
a,417.0,1076,453.5,1128,4,2,7,435.25,1102.0
r,453.5,1076,490.0,1128,4,2,8,471.75,1102.0
s,538.0,1089,570.5,1117,4,3,1,554.25,1103.0
u,570.5,1089,603.0,1117,4,3,2,586.75,1103.0
e,649.0,1075,685.6666666666666,1117,4,4,1,667.3333333333333,1096.0
x,685.6666666666666,1075,722.3333333333333,1117,4,4,2,704.0,1096.0
t,722.3333333333333,1075,758.9999999999999,1117,4,4,3,740.6666666666665,1096.0
i,758.9999999999999,1075,795.6666666666665,1117,4,4,4,777.3333333333333,1096.0
n,795.6666666666665,1075,832.3333333333331,1117,4,4,5,813.9999999999998,1096.0
c,832.3333333333331,1075,868.9999999999998,1117,4,4,6,850.6666666666665,1096.0
i,868.9999999999998,1075,905.6666666666664,1117,4,4,7,887.333333333333,1096.0
ó,905.6666666666664,1075,942.333333333333,1117,4,4,8,923.9999999999998,1096.0
n,942.333333333333,1075,978.9999999999997,1117,4,4,9,960.6666666666663,1096.0
h,1024.0,1078,1059.3333333333333,1117,4,5,1,1041.6666666666665,1097.5
a,1059.3333333333333,1078,1094.6666666666665,1117,4,5,2,1077.0,1097.5
n,1094.6666666666665,1078,1129.9999999999998,1117,4,5,3,1112.333333333333,1097.5
s,1177.0,1076,1211.75,1117,4,6,1,1194.375,1096.5
i,1211.75,1076,1246.5,1117,4,6,2,1229.125,1096.5
d,1246.5,1076,1281.25,1117,4,6,3,1263.875,1096.5
o,1281.25,1076,1316.0,1117,4,6,4,1298.625,1096.5
m,1360.0,1089,1396.6666666666667,1128,4,7,1,1378.3333333333335,1108.5
u,1396.6666666666667,1089,1433.3333333333335,1128,4,7,2,1415.0,1108.5
y,1433.3333333333335,1089,1470.0000000000002,1128,4,7,3,1451.666666666667,1108.5
v,1511.0,1076,1547.0833333333333,1128,4,8,1,1529.0416666666665,1102.0
a,1547.0833333333333,1076,1583.1666666666665,1128,4,8,2,1565.125,1102.0
r,1583.1666666666665,1076,1619.2499999999998,1128,4,8,3,1601.208333333333,1102.0
i,1619.2499999999998,1076,1655.333333333333,1128,4,8,4,1637.2916666666665,1102.0
o,1655.333333333333,1076,1691.4166666666663,1128,4,8,5,1673.3749999999995,1102.0
p,1691.4166666666663,1076,1727.4999999999995,1128,4,8,6,1709.458333333333,1102.0
i,1727.4999999999995,1076,1763.5833333333328,1128,4,8,7,1745.541666666666,1102.0
n,1763.5833333333328,1076,1799.666666666666,1128,4,8,8,1781.6249999999995,1102.0
t,1799.666666666666,1076,1835.7499999999993,1128,4,8,9,1817.7083333333326,1102.0
a,1835.7499999999993,1076,1871.8333333333326,1128,4,8,10,1853.791666666666,1102.0
s,1871.8333333333326,1076,1907.9166666666658,1128,4,8,11,1889.874999999999,1102.0
",",1907.9166666666658,1076,1943.999999999999,1128,4,8,12,1925.9583333333326,1102.0
a,2002.0,1078,2038.0,1128,4,9,1,2020.0,1103.0
l,2038.0,1078,2074.0,1128,4,9,2,2056.0,1103.0
g,2074.0,1078,2110.0,1128,4,9,3,2092.0,1103.0
u,2110.0,1078,2146.0,1128,4,9,4,2128.0,1103.0
n,2146.0,1078,2182.0,1128,4,9,5,2164.0,1103.0
a,2182.0,1078,2218.0,1128,4,9,6,2200.0,1103.0
s,2218.0,1078,2254.0,1128,4,9,7,2236.0,1103.0
s,2304.0,1076,2340.0,1128,4,10,1,2322.0,1102.0
u,2340.0,1076,2376.0,1128,4,10,2,2358.0,1102.0
r,2376.0,1076,2412.0,1128,4,10,3,2394.0,1102.0
g,2412.0,1076,2448.0,1128,4,10,4,2430.0,1102.0
i,2448.0,1076,2484.0,1128,4,10,5,2466.0,1102.0
d,2484.0,1076,2520.0,1128,4,10,6,2502.0,1102.0
a,2520.0,1076,2556.0,1128,4,10,7,2538.0,1102.0
s,2556.0,1076,2592.0,1128,4,10,8,2574.0,1102.0
s,2642.0,1076,2678.6923076923076,1117,4,11,1,2660.346153846154,1096.5
e,2678.6923076923076,1076,2715.3846153846152,1117,4,11,2,2697.0384615384614,1096.5
n,2715.3846153846152,1076,2752.076923076923,1117,4,11,3,2733.730769230769,1096.5
c,2752.076923076923,1076,2788.7692307692305,1117,4,11,4,2770.4230769230767,1096.5
i,2788.7692307692305,1076,2825.461538461538,1117,4,11,5,2807.1153846153843,1096.5
l,2825.461538461538,1076,2862.1538461538457,1117,4,11,6,2843.807692307692,1096.5
l,2862.1538461538457,1076,2898.8461538461534,1117,4,11,7,2880.4999999999995,1096.5
a,2898.8461538461534,1076,2935.538461538461,1117,4,11,8,2917.192307692307,1096.5
m,2935.538461538461,1076,2972.2307692307686,1117,4,11,9,2953.884615384615,1096.5
e,2972.2307692307686,1076,3008.923076923076,1117,4,11,10,2990.5769230769224,1096.5
n,3008.923076923076,1076,3045.615384615384,1117,4,11,11,3027.26923076923,1096.5
t,3045.615384615384,1076,3082.3076923076915,1117,4,11,12,3063.9615384615377,1096.5
e,3082.3076923076915,1076,3118.999999999999,1117,4,11,13,3100.6538461538453,1096.5
d,3166.0,1078,3200.3333333333335,1117,4,12,1,3183.166666666667,1097.5
e,3200.3333333333335,1078,3234.666666666667,1117,4,12,2,3217.5,1097.5
l,3234.666666666667,1078,3269.0000000000005,1117,4,12,3,3251.833333333334,1097.5
m,3314.0,1078,3350.4,1117,4,13,1,3332.2,1097.5
u,3350.4,1078,3386.8,1117,4,13,2,3368.6000000000004,1097.5
n,3386.8,1078,3423.2000000000003,1117,4,13,3,3405.0,1097.5
d,3423.2000000000003,1078,3459.6000000000004,1117,4,13,4,3441.4000000000005,1097.5
o,3459.6000000000004,1078,3496.0000000000005,1117,4,13,5,3477.8,1097.5
d,10.0,1219,43.0,1258,5,1,1,26.5,1238.5
e,43.0,1219,76.0,1258,5,1,2,59.5,1238.5
l,145.0,1219,178.0,1258,5,2,1,161.5,1238.5
a,178.0,1219,211.0,1258,5,2,2,194.5,1238.5
i,278.0,1216,314.6363636363636,1269,5,3,1,296.3181818181818,1242.5
m,314.6363636363636,1216,351.27272727272725,1269,5,3,2,332.95454545454544,1242.5
a,351.27272727272725,1216,387.9090909090909,1269,5,3,3,369.59090909090907,1242.5
g,387.9090909090909,1216,424.5454545454545,1269,5,3,4,406.2272727272727,1242.5
i,424.5454545454545,1216,461.18181818181813,1269,5,3,5,442.8636363636363,1242.5
n,461.18181818181813,1216,497.81818181818176,1269,5,3,6,479.49999999999994,1242.5
a,497.81818181818176,1216,534.4545454545454,1269,5,3,7,516.1363636363635,1242.5
c,534.4545454545454,1216,571.090909090909,1269,5,3,8,552.7727272727273,1242.5
i,571.090909090909,1216,607.7272727272726,1269,5,3,9,589.4090909090908,1242.5
ó,607.7272727272726,1216,644.3636363636363,1269,5,3,10,626.0454545454545,1242.5
n,644.3636363636363,1216,680.9999999999999,1269,5,3,11,662.681818181818,1242.5
y,748.0,1231,779.0,1269,5,4,1,763.5,1250.0
o,843.0,1221,878.4,1258,5,5,1,860.7,1239.5
t,878.4,1221,913.8,1258,5,5,2,896.0999999999999,1239.5
r,913.8,1221,949.1999999999999,1258,5,5,3,931.5,1239.5
a,949.1999999999999,1221,984.5999999999999,1258,5,5,4,966.8999999999999,1239.5
s,984.5999999999999,1221,1019.9999999999999,1258,5,5,5,1002.3,1239.5
m,1086.0,1217,1121.0,1258,5,6,1,1103.5,1237.5
á,1121.0,1217,1156.0,1258,5,6,2,1138.5,1237.5
s,1156.0,1217,1191.0,1258,5,6,3,1173.5,1237.5
p,1256.0,1217,1292.4285714285713,1269,5,7,1,1274.2142857142858,1243.0
r,1292.4285714285713,1217,1328.8571428571427,1269,5,7,2,1310.6428571428569,1243.0
o,1328.8571428571427,1217,1365.285714285714,1269,5,7,3,1347.0714285714284,1243.0
p,1365.285714285714,1217,1401.7142857142853,1269,5,7,4,1383.4999999999995,1243.0
i,1401.7142857142853,1217,1438.1428571428567,1269,5,7,5,1419.928571428571,1243.0
a,1438.1428571428567,1217,1474.571428571428,1269,5,7,6,1456.3571428571422,1243.0
s,1474.571428571428,1217,1510.9999999999993,1269,5,7,7,1492.7857142857138,1243.0
d,1580.0,1219,1614.3333333333333,1258,5,8,1,1597.1666666666665,1238.5
e,1614.3333333333333,1219,1648.6666666666665,1258,5,8,2,1631.5,1238.5
