Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Tracking Ratio [%]	Category Group	Category	Eye L/R	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Fixation Average Pupil Size X [px]	Fixation Average Pupil Size Y [px]	Fixation Average Pupil Diameter [mm]	Fixation Dispersion X [px]	Fixation Dispersion Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	AOI Name	Port Status	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	94	34823.5	34967.5	1715154129774.6	1715154129918.6	144.0	1645.8	240.9	4.4	4.4	4.4	14.4	19.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	78	34967.5	35063.5	1715154129918.6	1715154130014.5	96.0	-	-	-	-	-	-	-	1640.6	240.8	467.5	304.7	23.6	7564.9	20493.1	-10654.0	245.5	444.9	25.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	95	35063.5	35187.4	1715154130014.5	1715154130138.5	123.9	466.8	308.2	4.7	4.7	4.7	19.4	10.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	79	35187.4	35215.4	1715154130138.5	1715154130166.5	28.0	-	-	-	-	-	-	-	469.0	303.8	334.9	296.6	2.2	5162.1	6653.6	-6941.9	78.3	149.6	42.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	96	35215.4	35495.5	1715154130166.5	1715154130446.5	280.1	352.4	296.2	4.6	4.6	4.6	28.5	24.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	80	35495.5	35527.3	1715154130446.5	1715154130478.4	31.9	-	-	-	-	-	-	-	360.8	306.0	505.1	300.2	2.6	5789.6	8397.6	-7854.0	81.2	172.6	37.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	97	35527.3	35863.2	1715154130478.4	1715154130814.3	335.9	503.6	296.0	4.6	4.6	4.6	24.1	31.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	81	35863.2	35891.3	1715154130814.3	1715154130842.4	28.1	-	-	-	-	-	-	-	498.1	285.8	499.7	281.7	6.8	14268.2	17176.7	-17131.7	243.5	324.7	28.5	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	82	35955.2	35987.2	1715154130906.3	1715154130938.3	32.0	-	-	-	-	-	-	-	497.7	282.2	360.1	292.7	2.5	5867.8	8180.6	-8042.5	77.8	165.7	37.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	98	35987.2	36187.1	1715154130938.3	1715154131138.2	199.9	356.6	297.8	4.7	4.7	4.7	13.9	9.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	83	36187.1	36215.1	1715154131138.2	1715154131166.2	28.0	-	-	-	-	-	-	-	361.9	301.9	530.9	304.6	2.9	7347.5	10047.5	-9567.0	104.3	212.1	57.3	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	99	36215.1	36563.1	1715154131166.2	1715154131514.2	348.0	521.6	297.9	4.7	4.7	4.7	19.9	16.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	100	36579.0	36715.0	1715154131530.1	1715154131666.1	135.9	559.1	292.7	4.7	4.7	4.7	25.7	12.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	84	36715.0	36750.9	1715154131666.1	1715154131702.0	36.0	-	-	-	-	-	-	-	549.5	295.7	655.0	315.1	2.0	3578.1	5923.1	-5034.6	55.0	136.4	34.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	101	36750.9	36926.9	1715154131702.0	1715154131878.0	176.0	649.3	303.5	4.6	4.6	4.6	19.1	20.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	85	36926.9	36954.9	1715154131878.0	1715154131906.0	28.0	-	-	-	-	-	-	-	656.9	299.4	609.7	285.7	0.9	1534.8	2179.3	-1924.0	31.1	57.4	57.3	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	102	36954.9	37270.9	1715154131906.0	1715154132222.0	316.0	626.1	314.5	4.6	4.6	4.6	42.5	43.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	86	37270.9	37298.9	1715154132222.0	1715154132250.0	28.0	-	-	-	-	-	-	-	622.7	301.6	521.4	297.6	1.8	4691.3	6258.4	-6649.8	66.0	145.3	56.8	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	87	37319.0	37354.9	1715154132270.1	1715154132306.0	35.9	-	-	-	-	-	-	-	526.3	294.6	555.1	293.3	7.8	14574.1	18170.1	-18469.6	217.1	369.4	66.4	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	103	37354.9	37562.7	1715154132306.0	1715154132513.8	207.8	531.0	290.2	4.6	4.6	4.6	38.7	10.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	88	37562.7	37590.8	1715154132513.8	1715154132541.8	28.0	-	-	-	-	-	-	-	526.7	284.3	670.7	284.8	2.6	6735.2	9307.3	-9120.5	92.6	201.1	42.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	104	37590.8	37862.7	1715154132541.8	1715154132813.8	272.0	674.1	286.8	4.5	4.5	4.5	34.6	24.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	89	37862.7	37899.1	1715154132813.8	1715154132850.2	36.3	-	-	-	-	-	-	-	684.8	275.7	806.3	279.8	2.2	3762.6	6136.7	-5283.4	61.6	146.4	33.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	105	37899.1	38034.6	1715154132850.2	1715154132985.7	135.5	810.5	292.4	4.5	4.5	4.5	12.9	29.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	90	38034.6	38058.6	1715154132985.7	1715154133009.7	24.0	-	-	-	-	-	-	-	813.7	308.6	764.8	291.5	0.9	2146.6	3024.8	-2816.6	38.0	64.6	50.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	106	38058.6	38294.6	1715154133009.7	1715154133245.7	236.0	766.4	296.8	4.6	4.6	4.6	33.7	21.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	91	38294.6	38322.5	1715154133245.7	1715154133273.6	27.9	-	-	-	-	-	-	-	769.8	293.9	884.9	295.2	2.1	5202.1	7048.3	-6838.6	73.6	158.4	57.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	107	38322.5	38586.4	1715154133273.6	1715154133537.5	263.9	876.2	298.3	4.6	4.6	4.6	17.9	26.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Blink	Right	38	38586.4	38726.4	1715154133537.5	1715154133677.5	140.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	92	38774.4	38810.5	1715154133725.5	1715154133761.6	36.1	-	-	-	-	-	-	-	996.3	279.7	947.7	258.5	1.0	583.6	21.6	-1172.4	27.2	44.3	22.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	108	38810.5	38970.4	1715154133761.6	1715154133921.5	159.9	945.6	266.4	4.6	4.6	4.6	14.3	28.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	93	38970.4	38994.3	1715154133921.5	1715154133945.4	23.9	-	-	-	-	-	-	-	939.5	278.2	1066.9	292.5	2.2	5685.0	8097.3	-7523.0	92.6	177.8	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	109	38994.3	39350.4	1715154133945.4	1715154134301.5	356.0	1076.6	286.7	4.6	4.6	4.6	40.0	16.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	94	39350.4	39374.3	1715154134301.5	1715154134325.4	23.9	-	-	-	-	-	-	-	1073.5	287.6	1140.4	289.8	1.2	3031.9	3707.3	-4250.3	49.0	92.9	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	110	39374.3	39546.3	1715154134325.4	1715154134497.4	172.0	1139.5	294.9	4.4	4.4	4.4	12.0	16.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	111	39566.3	39766.2	1715154134517.4	1715154134717.3	199.9	1193.8	280.9	4.4	4.4	4.4	25.4	24.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	95	39766.2	39790.2	1715154134717.3	1715154134741.3	24.0	-	-	-	-	-	-	-	1186.0	280.0	1234.7	289.9	0.8	1813.9	2349.9	-2500.5	34.9	62.5	49.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	112	39790.2	40238.0	1715154134741.3	1715154135189.1	447.8	1240.5	287.3	4.4	4.4	4.4	38.2	20.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	96	40238.0	40266.0	1715154135189.1	1715154135217.1	28.0	-	-	-	-	-	-	-	1252.4	298.6	1413.7	294.1	2.9	6897.2	9287.6	-9152.6	102.6	201.2	57.3	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	113	40266.0	40493.9	1715154135217.1	1715154135445.0	227.9	1416.9	284.2	4.4	4.4	4.4	24.5	15.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	97	40493.9	40526.0	1715154135445.0	1715154135477.0	32.0	-	-	-	-	-	-	-	1420.8	276.3	1344.2	282.0	1.8	3531.2	5492.2	-5630.3	57.3	138.6	37.6	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	114	40526.0	40666.0	1715154135477.0	1715154135617.0	140.0	1335.5	291.9	4.4	4.4	4.4	17.1	16.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	98	40666.0	40697.9	1715154135617.0	1715154135649.0	32.0	-	-	-	-	-	-	-	1349.0	284.4	1481.9	274.4	2.4	4990.1	7114.2	-6343.9	75.1	159.6	50.3	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	115	40697.9	40837.9	1715154135649.0	1715154135789.0	140.0	1469.6	265.6	4.4	4.4	4.4	22.4	14.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	99	40837.9	40861.9	1715154135789.0	1715154135813.0	24.0	-	-	-	-	-	-	-	1476.6	269.8	1533.2	272.4	1.0	2253.5	2702.6	-3160.7	41.7	73.0	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	100	40922.0	40945.9	1715154135873.1	1715154135897.0	24.0	-	-	-	-	-	-	-	1524.5	279.0	1408.5	281.3	1.9	5094.5	7439.4	-6828.6	77.9	151.7	49.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	116	40945.9	41157.9	1715154135897.0	1715154136109.0	211.9	1408.6	288.1	4.4	4.4	4.4	28.5	17.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	101	41157.9	41190.0	1715154136109.0	1715154136141.1	32.1	-	-	-	-	-	-	-	1411.5	290.7	1568.0	291.1	3.0	6210.9	8711.7	-7978.3	92.6	179.1	37.4	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	117	41190.0	41317.9	1715154136141.1	1715154136269.0	127.9	1562.5	278.9	4.4	4.4	4.5	30.9	30.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Blink	Right	39	41317.9	41506.0	1715154136269.0	1715154136457.1	188.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	118	41506.0	41597.7	1715154136457.1	1715154136548.8	91.7	1562.5	259.8	4.5	4.5	4.5	41.6	29.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	102	41597.7	41621.6	1715154136548.8	1715154136572.7	23.9	-	-	-	-	-	-	-	1549.2	248.0	1672.8	251.9	2.1	5742.2	8165.7	-7387.2	86.6	177.7	49.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	119	41621.6	41837.6	1715154136572.7	1715154136788.7	216.0	1651.0	274.6	4.6	4.6	4.6	35.4	36.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	103	41837.6	41929.6	1715154136788.7	1715154136880.7	92.0	-	-	-	-	-	-	-	1645.9	283.9	399.4	383.8	24.3	7479.8	20177.4	-12428.4	264.1	427.2	21.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	120	41929.6	42105.6	1715154136880.7	1715154137056.7	176.0	387.4	372.5	4.7	4.7	4.7	26.3	19.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	121	42125.5	42273.5	1715154137076.6	1715154137224.6	148.0	345.3	386.8	4.6	4.6	4.6	11.5	14.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	104	42273.5	42297.5	1715154137224.6	1715154137248.6	24.0	-	-	-	-	-	-	-	342.3	384.5	352.1	347.7	0.6	1056.5	1881.0	-887.8	26.1	41.4	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	122	42297.5	42629.4	1715154137248.6	1715154137580.4	331.8	355.4	335.0	4.6	4.6	4.6	14.8	22.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	105	42629.4	42665.5	1715154137580.4	1715154137616.6	36.1	-	-	-	-	-	-	-	353.5	339.9	535.9	337.7	3.3	6767.7	9557.9	-9683.7	90.7	216.9	44.4	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	123	42665.5	42849.4	1715154137616.6	1715154137800.4	183.9	546.7	347.8	4.6	4.6	4.6	25.7	19.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	124	42869.4	43265.2	1715154137820.5	1715154138216.3	395.8	531.9	345.7	4.6	4.6	4.6	56.0	22.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	106	43265.2	43325.3	1715154138216.3	1715154138276.3	60.0	-	-	-	-	-	-	-	540.6	340.9	777.9	317.0	4.7	4457.3	10338.5	-7998.6	78.4	222.6	26.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	125	43325.3	43421.2	1715154138276.3	1715154138372.3	95.9	773.1	317.7	4.6	4.6	4.6	22.6	19.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	107	43421.2	43461.2	1715154138372.3	1715154138412.3	40.0	-	-	-	-	-	-	-	775.4	325.8	633.6	339.5	3.3	5757.5	9230.7	-8642.6	81.6	215.1	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	126	43461.2	43621.2	1715154138412.3	1715154138572.2	160.0	614.3	334.5	4.5	4.5	4.5	25.5	11.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	127	43649.1	43765.1	1715154138600.2	1715154138716.2	116.0	610.6	332.8	4.5	4.5	4.5	15.1	7.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	108	43765.1	43801.1	1715154138716.2	1715154138752.2	36.1	-	-	-	-	-	-	-	610.9	335.0	731.1	326.1	2.7	5482.8	9380.0	-8465.2	74.1	194.0	44.5	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	128	43801.1	44117.0	1715154138752.2	1715154139068.1	315.9	741.3	330.9	4.5	4.5	4.5	25.4	15.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	109	44117.0	44145.0	1715154139068.1	1715154139096.1	28.0	-	-	-	-	-	-	-	726.4	332.7	788.7	330.9	1.1	2484.9	3365.2	-3425.3	39.9	84.9	57.4	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	129	44145.0	44285.1	1715154139096.1	1715154139236.2	140.2	799.4	329.0	4.5	4.5	4.5	16.6	14.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	110	44285.1	44317.1	1715154139236.2	1715154139268.2	32.0	-	-	-	-	-	-	-	800.9	329.8	943.6	332.0	2.6	5662.5	7840.8	-7436.1	80.2	173.5	49.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	130	44317.1	44769.0	1715154139268.2	1715154139720.1	451.8	922.5	338.2	4.5	4.5	4.5	42.7	39.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	111	44920.9	44944.9	1715154139872.0	1715154139896.0	24.0	-	-	-	-	-	-	-	961.9	329.4	1052.8	331.2	1.6	3992.9	5965.1	-5509.1	66.4	136.2	49.6	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	131	44944.9	45100.8	1715154139896.0	1715154140051.9	155.9	1048.6	320.0	4.5	4.5	4.5	27.0	25.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	112	45100.8	45128.7	1715154140051.9	1715154140079.8	27.9	-	-	-	-	-	-	-	1056.1	311.2	1121.7	318.6	1.4	3409.2	5177.4	-4689.0	51.1	128.4	42.8	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	132	45128.7	45300.7	1715154140079.8	1715154140251.8	171.9	1120.3	321.4	4.5	4.5	4.5	16.4	16.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	113	45300.7	45324.8	1715154140251.8	1715154140275.8	24.1	-	-	-	-	-	-	-	1125.2	320.9	1194.5	334.9	1.2	3329.2	4518.8	-4494.7	50.5	99.3	50.3	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	133	45324.8	45724.6	1715154140275.8	1715154140675.7	399.9	1180.6	336.3	4.6	4.6	4.6	30.3	44.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	114	45724.6	45764.5	1715154140675.7	1715154140715.6	39.9	-	-	-	-	-	-	-	1172.4	337.0	1400.8	354.8	4.1	6891.2	10155.9	-9372.5	103.7	220.5	40.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	134	45764.5	45860.5	1715154140715.6	1715154140811.6	96.0	1401.8	343.2	4.6	4.6	4.6	11.4	20.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	115	45860.5	45888.6	1715154140811.6	1715154140839.7	28.1	-	-	-	-	-	-	-	1399.9	334.5	1390.6	333.1	17.0	35722.2	43210.9	-42883.0	606.0	815.9	44.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	135	45960.5	46276.5	1715154140911.6	1715154141227.6	316.0	1361.1	342.0	4.5	4.5	4.5	22.1	16.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	116	46276.5	46300.5	1715154141227.6	1715154141251.6	24.0	-	-	-	-	-	-	-	1359.5	336.7	1407.0	330.8	0.8	2050.4	2666.8	-2846.5	33.1	69.7	49.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	136	46300.5	46520.4	1715154141251.6	1715154141471.5	219.9	1401.6	335.2	4.5	4.5	4.5	21.4	20.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	117	46520.4	46560.3	1715154141471.5	1715154141511.4	39.9	-	-	-	-	-	-	-	1404.7	336.9	1605.0	322.0	3.7	5550.2	9087.5	-7092.2	93.8	196.4	30.0	-	-	-	-	-	-	-	-	-	-
