Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Tracking Ratio [%]	Category Group	Category	Eye L/R	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Fixation Average Pupil Size X [px]	Fixation Average Pupil Size Y [px]	Fixation Average Pupil Diameter [mm]	Fixation Dispersion X [px]	Fixation Dispersion Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	AOI Name	Port Status	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	6	1488.4	1552.4	1715154096439.5	1715154096503.5	64.0	-	-	-	-	-	-	-	679.1	98.5	760.5	173.7	3.4	1439.5	3418.4	-1826.0	53.5	109.2	75.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	7	1552.4	1580.4	1715154096503.5	1715154096531.5	28.0	-	-	-	-	-	-	-	760.5	173.7	755.2	98.2	1.0	1053.7	1068.3	-1632.2	35.0	48.8	42.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Blink	Right	1	1588.6	1692.3	1715154096539.7	1715154096643.4	103.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	8	1768.4	1800.3	1715154096719.5	1715154096751.4	31.9	-	-	-	-	-	-	-	759.9	18.3	753.4	63.6	0.8	892.5	879.9	-1806.4	26.4	40.3	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	7	1800.3	1944.3	1715154096751.4	1715154096895.3	143.9	752.3	82.3	4.9	4.9	4.9	10.2	33.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	9	1944.3	1968.3	1715154096895.3	1715154096919.4	24.1	-	-	-	-	-	-	-	752.9	93.5	796.7	96.5	0.7	1509.4	2359.9	-1765.1	28.9	50.5	66.5	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	8	1968.3	2120.4	1715154096919.4	1715154097071.5	152.1	787.2	103.2	4.9	4.9	4.9	15.2	32.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	10	2120.4	2144.2	1715154097071.5	1715154097095.2	23.7	-	-	-	-	-	-	-	789.9	117.6	685.8	100.4	1.8	5131.2	6798.5	-6861.6	77.4	158.2	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	9	2144.2	2300.2	1715154097095.2	1715154097251.3	156.0	685.9	103.4	4.7	4.7	4.7	27.1	10.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	11	2300.2	2328.2	1715154097251.3	1715154097279.3	28.0	-	-	-	-	-	-	-	676.2	107.4	772.0	100.5	1.7	3976.7	4883.2	-5454.6	61.0	118.5	57.8	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	10	2328.2	2468.3	1715154097279.3	1715154097419.3	140.1	784.4	88.8	4.7	4.7	4.7	23.4	16.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	12	2468.3	2500.1	1715154097419.3	1715154097451.2	31.8	-	-	-	-	-	-	-	780.5	88.3	946.4	93.8	3.0	7008.0	9464.8	-9378.7	95.4	209.2	50.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	11	2500.1	2648.1	1715154097451.2	1715154097599.2	148.0	956.0	98.3	4.7	4.7	4.7	21.2	8.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	12	2668.2	2956.0	1715154097619.3	1715154097907.1	287.9	916.7	95.9	4.8	4.8	4.8	11.7	15.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	13	2956.0	2980.0	1715154097907.1	1715154097931.1	24.0	-	-	-	-	-	-	-	916.6	99.1	1028.4	96.5	2.2	5798.2	8250.8	-7762.6	89.8	191.2	50.5	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	13	2980.0	3100.1	1715154097931.1	1715154098051.1	120.0	1026.4	97.3	4.8	4.8	4.8	12.9	10.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	14	3120.0	3284.2	1715154098071.0	1715154098235.2	164.2	985.3	96.7	4.8	4.8	4.8	23.2	24.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	14	3284.2	3323.9	1715154098235.2	1715154098274.9	39.7	-	-	-	-	-	-	-	974.7	90.3	1083.9	96.3	2.9	4749.7	8622.2	-7021.7	72.6	186.3	40.2	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	15	3323.9	3552.0	1715154098274.9	1715154098503.1	228.1	1096.1	93.0	4.8	4.8	4.8	22.2	12.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Blink	Right	2	3552.0	3755.9	1715154098503.1	1715154098707.0	203.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	16	3755.9	3923.8	1715154098707.0	1715154098874.9	168.0	1290.8	96.4	4.7	4.7	4.7	34.5	42.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	15	3923.8	3955.8	1715154098874.9	1715154098906.9	32.0	-	-	-	-	-	-	-	1278.1	108.8	1232.7	107.6	1.3	2427.7	3988.7	-3600.1	39.1	98.1	37.3	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	17	3955.8	4083.8	1715154098906.9	1715154099034.8	128.0	1224.7	110.5	4.8	4.8	4.8	16.8	13.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	16	4083.8	4115.7	1715154099034.8	1715154099066.8	31.9	-	-	-	-	-	-	-	1220.1	109.5	1334.1	104.3	2.1	4711.1	6649.8	-6659.7	66.2	145.7	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	18	4115.7	4363.7	1715154099066.8	1715154099314.8	248.0	1346.6	76.5	4.7	4.7	4.7	36.0	41.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	17	4363.7	4399.8	1715154099314.8	1715154099350.9	36.1	-	-	-	-	-	-	-	1350.3	74.5	1530.1	71.2	3.3	5422.6	7929.2	-7400.4	91.7	178.3	33.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	19	4399.8	4543.8	1715154099350.9	1715154099494.9	144.0	1525.5	69.6	4.5	4.5	4.5	21.8	15.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	18	4543.8	4575.8	1715154099494.9	1715154099526.9	32.0	-	-	-	-	-	-	-	1524.7	59.9	1597.2	67.6	1.2	1798.0	2443.6	-2192.6	37.7	66.6	36.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	20	4575.8	4779.7	1715154099526.9	1715154099730.7	203.8	1583.6	66.4	4.6	4.6	4.6	25.1	20.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	19	4779.7	4843.6	1715154099730.7	1715154099794.7	63.9	-	-	-	-	-	-	-	1585.7	57.6	824.5	118.9	14.8	10429.5	21188.6	-11156.5	230.8	443.3	31.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	21	4843.6	4995.5	1715154099794.7	1715154099946.6	151.9	822.5	116.2	4.8	4.8	4.8	16.2	11.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	20	4995.5	5047.5	1715154099946.6	1715154099998.5	52.0	-	-	-	-	-	-	-	819.6	117.6	382.5	131.3	8.3	9195.8	15108.2	-11002.0	159.1	317.2	38.5	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	22	5047.5	5411.3	1715154099998.5	1715154100362.4	363.9	392.0	138.0	4.9	4.9	4.9	41.1	16.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	21	5411.3	5447.3	1715154100362.4	1715154100398.4	35.9	-	-	-	-	-	-	-	396.7	144.5	493.1	130.3	2.3	4465.4	7526.5	-6834.6	64.0	169.3	44.5	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	23	5447.3	5675.2	1715154100398.4	1715154100626.3	227.9	500.3	125.1	4.9	4.9	4.9	21.5	19.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	22	5675.2	5699.2	1715154100626.3	1715154100650.3	24.0	-	-	-	-	-	-	-	501.2	109.3	562.4	102.8	1.2	2938.6	4127.3	-4073.7	48.0	94.1	66.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	24	5699.2	6027.2	1715154100650.3	1715154100978.3	328.0	573.9	126.7	4.9	4.9	4.9	23.9	34.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	23	6027.2	6071.1	1715154100978.3	1715154101022.2	43.9	-	-	-	-	-	-	-	577.4	124.3	825.4	131.6	4.6	7559.3	12612.4	-11765.1	104.1	264.6	36.2	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	25	6071.1	6291.1	1715154101022.2	1715154101242.2	220.0	836.0	118.2	5.0	5.0	5.0	28.8	23.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	26	6311.1	6451.1	1715154101262.1	1715154101402.2	140.0	888.2	124.1	5.0	5.0	5.0	24.0	28.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	24	6451.1	6483.3	1715154101402.2	1715154101434.4	32.2	-	-	-	-	-	-	-	886.3	116.3	1111.7	111.3	4.1	8918.0	12110.8	-12234.0	126.7	251.6	49.8	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	27	6483.3	6819.1	1715154101434.4	1715154101770.2	335.8	1130.5	129.6	4.9	4.9	4.9	34.8	32.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	25	6819.1	6850.9	1715154101770.2	1715154101802.0	31.8	-	-	-	-	-	-	-	1133.8	129.4	1129.4	126.8	13.7	27974.7	34336.3	-33934.9	429.4	664.6	49.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	26	6867.0	6891.0	1715154101818.1	1715154101842.1	24.1	-	-	-	-	-	-	-	1124.3	122.7	1054.5	124.9	1.1	2700.0	3608.4	-3492.6	47.4	86.1	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	28	6891.0	7035.0	1715154101842.1	1715154101986.0	143.9	1049.5	124.9	4.8	4.8	4.8	26.8	10.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	27	7035.0	7062.9	1715154101986.0	1715154102014.0	27.9	-	-	-	-	-	-	-	1045.3	125.0	1158.8	124.4	2.1	5350.9	7352.0	-7117.5	73.7	156.4	57.2	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	29	7062.9	7154.9	1715154102014.0	1715154102106.0	92.0	1145.2	143.0	4.9	4.9	4.9	22.0	40.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	28	7154.9	7182.9	1715154102106.0	1715154102134.0	28.0	-	-	-	-	-	-	-	1139.0	166.4	1149.8	169.9	13.7	28685.1	34272.6	-35135.3	489.3	658.0	57.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	29	7215.0	7238.9	1715154102166.1	1715154102190.0	23.9	-	-	-	-	-	-	-	1148.0	171.1	1070.6	174.8	1.2	2660.6	4312.9	-3244.7	50.4	92.6	66.3	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	30	7238.9	7370.8	1715154102190.0	1715154102321.9	131.9	1077.9	147.4	4.9	4.9	4.9	33.8	43.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	30	7370.8	7394.9	1715154102321.9	1715154102345.9	24.0	-	-	-	-	-	-	-	1072.3	131.7	1016.0	131.0	1.0	2396.7	3169.5	-3232.5	41.4	71.1	50.4	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	31	7394.9	7578.8	1715154102345.9	1715154102529.9	183.9	1020.6	126.0	4.9	4.9	4.9	13.9	29.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	31	7578.8	7618.9	1715154102529.9	1715154102569.9	40.1	-	-	-	-	-	-	-	1023.4	116.7	908.3	119.0	2.9	5033.2	8872.0	-7686.7	71.2	192.4	39.8	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	32	7618.9	7774.7	1715154102569.9	1715154102725.8	155.8	892.3	121.1	4.9	4.9	4.9	26.7	8.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	32	7774.7	7806.7	1715154102725.8	1715154102757.7	32.0	-	-	-	-	-	-	-	883.9	119.3	1140.5	129.5	4.3	8952.8	12878.6	-10571.3	134.9	272.2	62.6	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	33	7806.7	7994.6	1715154102757.7	1715154102945.7	188.0	1096.7	157.2	4.8	4.8	4.8	71.2	45.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	34	8014.7	8358.6	1715154102965.8	1715154103309.7	343.9	1149.9	184.0	4.8	4.8	4.8	58.7	28.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	35	8378.6	8634.6	1715154103329.7	1715154103585.6	255.9	1176.2	176.2	4.7	4.7	4.7	35.3	6.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	33	8634.6	8682.5	1715154103585.6	1715154103633.6	47.9	-	-	-	-	-	-	-	1176.1	174.4	1403.8	137.8	4.6	6611.4	11484.2	-10724.8	95.2	241.9	33.2	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	36	8682.5	8814.5	1715154103633.6	1715154103765.6	132.0	1407.1	127.5	4.6	4.6	4.6	7.5	16.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	34	8814.5	8838.5	1715154103765.6	1715154103789.6	24.0	-	-	-	-	-	-	-	1410.1	118.9	1355.8	115.9	1.0	2479.1	3618.3	-3354.4	43.0	91.3	50.6	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	37	8838.5	9026.5	1715154103789.6	1715154103977.6	188.0	1360.6	116.2	4.6	4.6	4.6	15.3	3.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	35	9026.5	9062.4	1715154103977.6	1715154104013.5	36.0	-	-	-	-	-	-	-	1358.4	114.6	1584.1	115.5	4.1	7689.8	10837.0	-9953.7	112.9	226.5	55.6	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	38	9062.4	9374.4	1715154104013.5	1715154104325.4	311.9	1576.0	105.3	4.6	4.6	4.6	27.6	20.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	36	9374.4	9458.3	1715154104325.4	1715154104409.4	84.0	-	-	-	-	-	-	-	1565.9	105.9	632.0	183.0	18.7	8161.9	20211.7	-11260.4	222.5	425.9	23.8	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	39	9458.3	9650.2	1715154104409.4	1715154104601.3	191.9	627.7	186.3	4.9	4.9	4.9	13.5	10.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	37	9650.2	9690.2	1715154104601.3	1715154104641.3	40.0	-	-	-	-	-	-	-	630.7	181.4	401.6	174.8	4.3	7137.7	11141.1	-9663.8	106.4	236.6	40.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	40	9690.2	9878.2	1715154104641.3	1715154104829.3	188.0	392.1	164.5	4.9	4.9	4.9	17.0	23.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	41	9898.1	10182.0	1715154104849.2	1715154105133.1	283.9	346.8	164.0	4.9	4.9	4.9	21.1	13.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	38	10182.0	10218.0	1715154105133.1	1715154105169.1	36.0	-	-	-	-	-	-	-	349.7	174.8	604.7	167.6	4.6	8628.9	12031.9	-11575.0	128.5	250.9	44.5	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	42	10218.0	10370.0	1715154105169.1	1715154105321.1	152.0	606.2	174.6	4.9	4.9	4.9	22.2	15.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Blink	Right	3	10370.0	10553.9	1715154105321.1	1715154105505.0	183.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	43	10553.9	10729.9	1715154105505.0	1715154105681.0	176.0	537.2	152.8	5.0	5.0	5.0	21.5	62.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	44	10749.9	11125.8	1715154105701.0	1715154106076.9	376.0	564.9	173.6	5.0	5.0	5.0	23.4	25.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	39	11125.8	11153.8	1715154106076.9	1715154106104.9	28.0	-	-	-	-	-	-	-	559.6	172.5	700.2	173.4	2.6	6820.0	9263.4	-9307.0	91.9	192.6	43.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	45	11153.8	11505.8	1715154106104.9	1715154106456.9	352.0	708.0	176.0	4.9	4.9	4.9	23.3	22.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Blink	Right	4	11505.8	11713.7	1715154106456.9	1715154106664.8	207.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	46	11713.7	13037.4	1715154106664.8	1715154107988.5	1323.7	723.1	175.8	5.3	5.3	5.3	59.9	66.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	40	13037.4	13065.6	1715154107988.5	1715154108016.7	28.2	-	-	-	-	-	-	-	715.2	189.6	715.1	189.5	8.8	18411.6	22083.7	-22047.0	313.3	418.9	70.5	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	47	13065.6	13269.5	1715154108016.7	1715154108220.6	203.9	710.1	181.6	5.4	5.4	5.4	13.5	22.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	41	13357.2	13385.3	1715154108308.3	1715154108336.4	28.1	-	-	-	-	-	-	-	711.3	179.3	708.1	167.9	8.7	12969.7	21668.0	-17930.2	309.1	412.3	42.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	42	13385.3	13417.3	1715154108336.4	1715154108368.4	32.1	-	-	-	-	-	-	-	708.1	167.9	704.5	169.7	8.9	13071.0	17606.4	-21330.0	276.5	413.6	24.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	48	13417.3	13561.2	1715154108368.4	1715154108512.3	143.9	711.5	180.6	5.3	5.3	5.3	15.4	20.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	43	13561.2	13589.2	1715154108512.3	1715154108540.3	28.0	-	-	-	-	-	-	-	711.1	179.5	707.9	176.8	8.7	18155.2	21890.3	-21859.7	309.3	414.6	43.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	44	13629.2	13657.2	1715154108580.3	1715154108608.3	28.0	-	-	-	-	-	-	-	709.4	178.9	711.2	183.7	8.7	18257.2	21822.0	-22163.8	309.8	415.6	57.0	-	-	-	-	-	-	-	-	-	-
