Name,char_xmin,char_ymin,char_xmax,char_ymax,width,height,paragraph,section,word,letter,region,assigned_line,char,char_x_center,char_y_center,trial_id
__re_p1_s1_w1_c1_r0_l6_s,260,496,283,537,23,41,1,1,1,1,0,6,s,271.5,516.5,1
__re_p1_s1_w1_c2_r0_l6_u,283,496,303,537,20,41,1,1,1,2,0,6,u,293,516.5,1
__re_p1_s1_w1_c3_r0_l6_p,303,496,323,537,20,41,1,1,1,3,0,6,p,313,516.5,1
__re_p1_s1_w1_c4_r0_l6_e,323,496,343,537,20,41,1,1,1,4,0,6,e,333,516.5,1
__re_p1_s1_w1_c5_r0_l6_r,343,496,354,537,11,41,1,1,1,5,0,6,r,348.5,516.5,1
__re_p1_s1_w1_c6_r0_l6_a,355,496,375,537,20,41,1,1,1,6,0,6,a,365,516.5,1
__re_p1_s1_w1_c7_r0_l6_d,375,496,395,537,20,41,1,1,1,7,0,6,d,385,516.5,1
__re_p1_s1_w1_c8_r0_l6_o,395,496,420,537,25,41,1,1,1,8,0,6,o,407.5,516.5,1
__re_p1_s1_w1_c1_r0_l6_e,420,496,445,537,25,41,1,1,1,1,0,6,e,432.5,516.5,1
__re_p1_s1_w1_c2_r0_l6_s,445,496,463,537,18,41,1,1,1,2,0,6,s,454,516.5,1
__re_p1_s1_w1_c3_r0_l6_a,463,496,488,537,25,41,1,1,1,3,0,6,a,475.5,516.5,1
__re_p1_s1_w1_c1_r0_l6_i,488,496,500,537,12,41,1,1,1,1,0,6,i,494,516.5,1
__re_p1_s1_w1_c2_r0_l6_d,501,496,521,537,20,41,1,1,1,2,0,6,d,511,516.5,1
__re_p1_s1_w1_c3_r0_l6_e,521,496,541,537,20,41,1,1,1,3,0,6,e,531,516.5,1
__re_p1_s1_w1_c4_r0_l6_a,541,496,561,537,20,41,1,1,1,4,0,6,a,551,516.5,1
"__re_p1_s1_w1_c5_r0_l6_,",561,496,576,537,15,41,1,1,1,5,0,6,",",568.5,516.5,1
__re_p1_s1_w1_c1_r0_l6_p,576,496,601,537,25,41,1,1,1,1,0,6,p,588.5,516.5,1
__re_p1_s1_w1_c2_r0_l6_e,601,496,621,537,20,41,1,1,1,2,0,6,e,611,516.5,1
__re_p1_s1_w1_c3_r0_l6_r,621,496,632,537,11,41,1,1,1,3,0,6,r,626.5,516.5,1
__re_p1_s1_w1_c4_r0_l6_o,633,496,658,537,25,41,1,1,1,4,0,6,o,645.5,516.5,1
__re_p1_s1_w1_c1_r0_l6_¿,658,496,684,537,26,41,1,1,1,1,0,6,¿,671,516.5,1
__re_p1_s1_w1_c2_r0_l6_c,685,496,703,537,18,41,1,1,1,2,0,6,c,694,516.5,1
__re_p1_s1_w1_c3_r0_l6_ó,703,496,723,537,20,41,1,1,1,3,0,6,ó,713,516.5,1
__re_p1_s1_w1_c4_r0_l6_m,723,496,752,537,29,41,1,1,1,4,0,6,m,737.5,516.5,1
__re_p1_s1_w1_c5_r0_l6_o,753,496,778,537,25,41,1,1,1,5,0,6,o,765.5,516.5,1
__re_p1_s1_w1_c1_r0_l6_e,778,496,803,537,25,41,1,1,1,1,0,6,e,790.5,516.5,1
__re_p1_s1_w1_c2_r0_l6_m,803,496,832,537,29,41,1,1,1,2,0,6,m,817.5,516.5,1
__re_p1_s1_w1_c3_r0_l6_p,833,496,853,537,20,41,1,1,1,3,0,6,p,843,516.5,1
__re_p1_s1_w1_c4_r0_l6_e,853,496,873,537,20,41,1,1,1,4,0,6,e,863,516.5,1
__re_p1_s1_w1_c5_r0_l6_z,873,496,891,537,18,41,1,1,1,5,0,6,z,882,516.5,1
__re_p1_s1_w1_c6_r0_l6_a,891,496,911,537,20,41,1,1,1,6,0,6,a,901,516.5,1
__re_p1_s1_w1_c7_r0_l6_m,911,496,940,537,29,41,1,1,1,7,0,6,m,925.5,516.5,1
__re_p1_s1_w1_c8_r0_l6_o,941,496,961,537,20,41,1,1,1,8,0,6,o,951,516.5,1
__re_p1_s1_w1_c9_r0_l6_s,961,496,984,537,23,41,1,1,1,9,0,6,s,972.5,516.5,1
__re_p1_s1_w1_c1_r0_l6_a,984,496,1014,537,30,41,1,1,1,1,0,6,a,999,516.5,1
__re_p1_s1_w1_c1_r0_l6_s,1014,496,1037,537,23,41,1,1,1,1,0,6,s,1025.5,516.5,1
__re_p1_s1_w1_c2_r0_l6_u,1037,496,1057,537,20,41,1,1,1,2,0,6,u,1047,516.5,1
__re_p1_s1_w1_c3_r0_l6_p,1057,496,1077,537,20,41,1,1,1,3,0,6,p,1067,516.5,1
__re_p1_s1_w1_c4_r0_l6_e,1077,496,1097,537,20,41,1,1,1,4,0,6,e,1087,516.5,1
__re_p1_s1_w1_c5_r0_l6_r,1097,496,1108,537,11,41,1,1,1,5,0,6,r,1102.5,516.5,1
__re_p1_s1_w1_c6_r0_l6_a,1109,496,1129,537,20,41,1,1,1,6,0,6,a,1119,516.5,1
__re_p1_s1_w1_c7_r0_l6_r,1129,496,1140,537,11,41,1,1,1,7,0,6,r,1134.5,516.5,1
__re_p1_s1_w1_c8_r0_l6_l,1141,496,1148,537,7,41,1,1,1,8,0,6,l,1144.5,516.5,1
__re_p1_s1_w1_c9_r0_l6_a,1149,496,1169,537,20,41,1,1,1,9,0,6,a,1159,516.5,1
__re_p1_s1_w1_c10_r0_l6_?,1169,496,1199,537,30,41,1,1,1,10,0,6,?,1184,516.5,1
